ID,sharpschoolhigh_1981,sharpschoollow_1981,sharpschoolfull_1981,best_model
1,-140.4012894,-99.82409673,-101.9845431,sharpschoolfull_1981
2,-155.4575394,-99.95294325,-100.2966367,sharpschoolfull_1981
3,-334.8166284,-320.6847746,-331.9223256,sharpschoollow_1981
4,-246.2922818,-244.8734471,-242.9623909,sharpschoolfull_1981
5,-403.5631243,-421.2230277,-407.4000398,sharpschoolhigh_1981
6,-291.5232157,-291.4791158,-287.6339354,sharpschoolfull_1981
7,-167.7937706,-156.1582919,-162.1434866,sharpschoollow_1981
8,-224.1565929,-166.2284317,-173.9282511,sharpschoollow_1981
9,-250.6753864,-222.7161167,-245.5451185,sharpschoollow_1981
10,-234.8978504,-218.431293,-230.8969624,sharpschoollow_1981
11,-221.5489824,-216.4275762,-217.5489824,sharpschoollow_1981
12,NULL,-235.337749,NULL,sharpschoollow_1981
13,-324.5700921,-273.2236054,-322.6284265,sharpschoollow_1981
14,NULL,-239.2554797,NULL,sharpschoollow_1981
15,-385.00197,-343.8092266,-385.7375968,sharpschoollow_1981
16,NULL,-239.1540992,NULL,sharpschoollow_1981
17,-179.4254648,-162.4449204,-190.8954367,sharpschoollow_1981
18,NULL,-198.4520174,NULL,sharpschoollow_1981
19,-180.6171883,-168.818661,-182.0143289,sharpschoollow_1981
20,NULL,-229.0765886,NULL,sharpschoollow_1981
21,-204.8723136,-189.1345545,-201.4917969,sharpschoollow_1981
22,NULL,-207.4519317,NULL,sharpschoollow_1981
23,-160.6355701,-137.4049857,-148.8023051,sharpschoollow_1981
24,-169.2530176,-143.0640115,-179.1291286,sharpschoollow_1981
25,-110.0103237,-72.46661931,-106.0244652,sharpschoolfull_1981
26,6.317563889,NULL,NULL,sharpschoolhigh_1981
27,4.687975737,9.062992096,12.33514139,sharpschoolfull_1981
28,13.48878202,14.04145856,16.60169421,sharpschoolhigh_1981
29,4.769134478,6.47189397,8.373295683,sharpschoolhigh_1981
30,13.88818445,8.13782137,12.47080658,sharpschoolfull_1981
31,NULL,-1.761792719,NULL,sharpschoollow_1981
32,22.40236997,40.74421172,24.95586322,sharpschoolhigh_1981
33,37.88123279,46.08715239,41.39155727,sharpschoolhigh_1981
34,NULL,22.36075006,NULL,sharpschoollow_1981
35,37.51064481,40.69265115,38.11559164,sharpschoolhigh_1981
36,31.64196276,38.96068127,35.06057207,sharpschoolhigh_1981
37,22.43842568,22.45750045,25.79028079,sharpschoolhigh_1981
38,34.78568424,37.89450729,26.68112866,sharpschoolfull_1981
39,NULL,40.31389557,NULL,sharpschoollow_1981
40,NULL,21.81464431,NULL,sharpschoollow_1981
41,33.28864795,41.82528793,30.22636982,sharpschoolfull_1981
42,47.05656288,50.63044802,50.67878419,sharpschoolhigh_1981
43,NULL,29.04977076,NULL,sharpschoollow_1981
44,37.39580723,45.92587679,38.13967943,sharpschoolhigh_1981
45,45.70187891,49.80469985,49.42434706,sharpschoolhigh_1981
46,NULL,34.97119761,NULL,sharpschoollow_1981
47,31.73374139,53.26588456,35.09087754,sharpschoolhigh_1981
48,48.98918224,56.277786,52.73859627,sharpschoolhigh_1981
49,35.44535374,38.79995412,39.4453538,sharpschoolhigh_1981
50,NULL,NULL,NULL,NULL
51,NULL,NULL,NULL,NULL
52,NULL,NULL,NULL,NULL
53,-150.6571949,-146.5776608,-534.432062,sharpschoollow_1981
54,-161.8415198,-161.0983473,-207.6273489,sharpschoollow_1981
55,-155.2593734,-149.9622671,-547.8743199,sharpschoollow_1981
56,-151.8462368,-145.0215975,-538.5475191,sharpschoollow_1981
57,-158.1111273,-144.547156,-541.1608033,sharpschoollow_1981
58,-181.1085198,-175.3845758,-204.0881916,sharpschoollow_1981
59,-194.050819,-182.5112648,-192.2805977,sharpschoollow_1981
60,-255.3570882,-245.7481191,-251.3679425,sharpschoollow_1981
61,-150.4435727,-124.9354144,-120.2206835,sharpschoolfull_1981
62,-155.4355231,-146.7212566,-197.7147235,sharpschoollow_1981
63,-126.0538162,-119.0283839,-110.7440515,sharpschoolfull_1981
64,NULL,NULL,NULL,NULL
65,-214.5690415,-208.3481846,-227.0565554,sharpschoollow_1981
66,-154.8230589,-146.662846,-197.7216264,sharpschoollow_1981
67,-121.4481767,-114.405721,-107.2799616,sharpschoolfull_1981
68,-146.6316289,-132.4604189,-523.9459302,sharpschoollow_1981
69,-146.4183778,-141.4071493,-153.3513872,sharpschoollow_1981
70,-159.0409249,-139.4572497,-542.8829984,sharpschoollow_1981
71,-186.1213577,-167.9779835,-201.1967428,sharpschoollow_1981
72,-174.5443321,-173.1142867,-181.3381896,sharpschoollow_1981
73,-142.031103,-134.086882,-134.1259401,sharpschoollow_1981
74,-178.7950339,-174.5307675,-184.2645157,sharpschoollow_1981
75,-154.4076132,-141.8232987,-538.5248633,sharpschoollow_1981
76,-228.3068222,-209.0291968,-237.9524879,sharpschoollow_1981
77,-207.0496666,-156.1046,-164.1479699,sharpschoollow_1981
78,NULL,NULL,NULL,NULL
79,NULL,NULL,NULL,NULL
80,-125.5564226,-109.7084445,-129.7197295,sharpschoollow_1981
81,-122.4045074,-107.6574931,-135.9713112,sharpschoollow_1981
82,-136.1165876,-103.46336,-100.7370974,sharpschoolfull_1981
83,-212.3264617,-172.7346264,-208.3264616,sharpschoollow_1981
84,-240.3390958,-207.6669587,-236.3355611,sharpschoollow_1981
85,-197.1011772,-194.8316735,-189.9255425,sharpschoolfull_1981
86,NULL,-126.4779712,NULL,sharpschoollow_1981
87,NULL,-105.6887215,NULL,sharpschoollow_1981
88,NULL,NULL,NULL,NULL
89,NULL,NULL,NULL,NULL
90,-118.4042659,-113.6688879,-108.675389,sharpschoolfull_1981
91,-113.5024982,-109.777075,-98.984163,sharpschoollow_1981
92,NULL,NULL,NULL,NULL
93,-122.8623152,-115.0767789,-107.3679069,sharpschoolfull_1981
94,-127.7402567,-116.0776542,-111.2788992,sharpschoolfull_1981
95,-120.2776254,-108.118142,-107.2014488,sharpschoolfull_1981
96,NULL,-103.1709304,NULL,sharpschoollow_1981
97,NULL,-75.34968899,NULL,sharpschoollow_1981
98,NULL,-72.98604861,NULL,sharpschoollow_1981
99,-83.24986509,-71.6411849,-63.65100314,sharpschoolfull_1981
100,-102.2570704,-87.65325211,-80.11584403,sharpschoolhigh_1981
101,-96.45153398,-86.87680962,-79.77334139,sharpschoolfull_1981
102,NULL,NULL,NULL,NULL
103,-93.27414308,-87.64860587,-81.06599363,sharpschoolfull_1981
104,-106.5046125,-88.88727948,-82.33108395,sharpschoolhigh_1981
105,-99.33262312,-81.29993981,-81.24234344,sharpschoolfull_1981
106,-675.7541058,-675.7541058,-671.7539589,sharpschoolfull_1981
107,-393.5649776,NULL,NULL,sharpschoolhigh_1981
108,NULL,-156.5187503,NULL,sharpschoollow_1981
109,-157.854638,-132.5094808,-153.684257,sharpschoollow_1981
110,-184.8033214,-151.012107,-187.9716422,sharpschoollow_1981
111,NULL,-130.6406901,NULL,sharpschoollow_1981
112,-192.7917727,-168.862752,-196.994681,sharpschoollow_1981
113,NULL,-161.0309382,NULL,sharpschoollow_1981
114,-178.1818401,-152.1254578,-183.2254462,sharpschoollow_1981
115,NULL,-164.942375,NULL,sharpschoollow_1981
116,-274.0222431,-236.1246986,-266.1423126,sharpschoollow_1981
117,-321.4063304,-281.1416125,-329.3837552,sharpschoollow_1981
118,-324.3595204,-292.5859441,-334.5474418,sharpschoollow_1981
119,-127.09818,-97.50849592,-96.1024754,sharpschoolhigh_1981
120,-128.7499735,-101.1901203,-94.91526821,sharpschoollow_1981
121,-123.6035607,-99.49020697,-89.99806259,sharpschoolhigh_1981
122,-127.3341313,-100.2819087,-97.7982013,sharpschoollow_1981
123,-126.8559218,-99.40803008,-96.39727063,sharpschoolhigh_1981
124,-145.7660989,-98.48235326,-95.28636436,sharpschoolhigh_1981
125,NULL,NULL,NULL,NULL
126,-139.1693376,-121.8212074,-95.85661105,sharpschoollow_1981
127,-132.4720577,-98.57516986,-94.94334905,sharpschoolhigh_1981
128,-126.6476739,-99.6822804,-97.32636515,sharpschoolhigh_1981
129,-135.1618602,-99.94045612,-95.77057344,sharpschoolhigh_1981
130,-154.1991865,-101.6598931,-97.327277,sharpschoollow_1981
131,NULL,NULL,NULL,NULL
132,NULL,-147.3233061,NULL,sharpschoollow_1981
133,-119.7336163,-118.8578461,-105.3360486,sharpschoolfull_1981
134,-119.9723258,-119.6279248,-109.5158334,sharpschoolfull_1981
135,NULL,NULL,NULL,NULL
136,NULL,NULL,NULL,NULL
137,NULL,-143.6980847,NULL,sharpschoollow_1981
138,-168.6051107,-143.8828182,-174.7858688,sharpschoollow_1981
139,-180.5848759,-152.3282172,-177.3703234,sharpschoollow_1981
140,-220.7973391,-179.0653546,-196.8191276,sharpschoollow_1981
143,-201.0648126,-186.3420377,-203.1784952,sharpschoollow_1981
144,-76.86359523,-45.82480858,-72.86359514,sharpschoollow_1981
145,-86.7291084,-81.79142648,-85.09286877,sharpschoollow_1981
146,-69.2683232,-67.91898241,-67.73002917,sharpschoolfull_1981
147,-79.09459463,-70.20487105,-83.09310792,sharpschoollow_1981
148,-69.17502133,-56.8847587,-88.60384872,sharpschoollow_1981
149,-101.2735454,-91.14445743,-98.18104549,sharpschoolhigh_1981
150,-355.3496224,-355.3496224,-351.3438046,sharpschoolfull_1981
151,-195.5326717,-195.4101511,-191.532661,sharpschoolfull_1981
152,-359.4069178,-320.3510118,-355.4069178,sharpschoollow_1981
153,-292.617212,-244.6056221,-288.6172117,sharpschoollow_1981
154,-359.900574,-341.8328245,-354.8530896,sharpschoollow_1981
155,-345.2454342,-330.8490248,-346.6526903,sharpschoollow_1981
156,-538.0742692,-466.7773656,-534.0742689,sharpschoollow_1981
157,-530.3868052,-471.9782683,-526.3868051,sharpschoollow_1981
174,-141.0597637,-125.1238122,-137.1484904,sharpschoollow_1981
175,-155.6043403,-135.4035682,-160.0113849,sharpschoollow_1981
176,-159.6850067,-136.1779571,-157.1003923,sharpschoollow_1981
177,-146.153204,-133.2023702,-147.2316982,sharpschoollow_1981
178,-160.3447289,-130.8058896,-174.5594407,sharpschoollow_1981
179,-148.0541517,-130.2502035,-145.16028,sharpschoollow_1981
180,-157.6941275,-130.7050678,-154.6785631,sharpschoollow_1981
181,-157.0355789,-134.6822872,-153.0958587,sharpschoollow_1981
182,-148.7402667,-126.6075819,-147.6942831,sharpschoollow_1981
183,-151.7136169,-132.901304,-152.3683637,sharpschoollow_1981
184,NULL,-166.0308988,NULL,sharpschoollow_1981
185,NULL,-176.5782912,NULL,sharpschoollow_1981
186,NULL,-185.0505172,NULL,sharpschoollow_1981
187,NULL,-180.6347267,NULL,sharpschoollow_1981
188,NULL,-187.3268194,NULL,sharpschoollow_1981
189,NULL,-185.9388526,NULL,sharpschoollow_1981
190,NULL,-175.306666,NULL,sharpschoollow_1981
191,NULL,-181.0678389,NULL,sharpschoollow_1981
192,NULL,-188.760809,NULL,sharpschoollow_1981
193,NULL,-185.6037092,NULL,sharpschoollow_1981
194,NULL,-176.7452895,NULL,sharpschoollow_1981
195,NULL,-182.7235031,NULL,sharpschoollow_1981
196,NULL,-178.5869959,NULL,sharpschoollow_1981
197,-189.355818,-171.7434638,-185.6149573,sharpschoollow_1981
198,-195.197091,-169.0511791,-191.1243535,sharpschoollow_1981
199,-177.3972172,-167.6925284,-173.7923085,sharpschoollow_1981
200,-177.6189761,-162.5785495,-191.5711822,sharpschoollow_1981
201,-139.4101054,-95.89280164,-92.85294531,sharpschoolhigh_1981
202,-198.0082476,-126.5429481,-190.8995782,sharpschoollow_1981
203,-147.8660726,-102.0745942,-93.96431946,sharpschoollow_1981
204,-185.1883033,-155.1755131,-169.8098355,sharpschoollow_1981
205,-340.2262529,-299.4537233,-353.7193375,sharpschoollow_1981
206,-587.6704645,-532.2600573,-597.4191229,sharpschoollow_1981
207,NULL,-247.7401848,NULL,sharpschoollow_1981
208,NULL,-212.1750784,NULL,sharpschoollow_1981
209,NULL,-214.4830585,NULL,sharpschoollow_1981
210,-77.39837448,-68.77055429,-73.39837437,sharpschoollow_1981
211,-95.05036245,-83.56910392,-91.05036242,sharpschoollow_1981
212,NULL,-89.68935319,NULL,sharpschoollow_1981
213,NULL,-105.2705562,NULL,sharpschoollow_1981
214,NULL,-379.2071616,NULL,sharpschoollow_1981
215,NULL,-442.6870868,NULL,sharpschoollow_1981
218,-116.4664955,-107.3495564,-106.9814295,sharpschoolfull_1981
219,-130.7757901,-113.8719809,-108.9950598,sharpschoolfull_1981
220,-118.4402549,-110.3419502,-99.70533045,sharpschoollow_1981
221,NULL,-119.6836328,NULL,sharpschoollow_1981
222,NULL,-110.8531358,NULL,sharpschoollow_1981
229,NULL,-225.6310638,NULL,sharpschoollow_1981
230,NULL,-217.4377723,NULL,sharpschoollow_1981
231,NULL,-224.5909106,NULL,sharpschoollow_1981
232,NULL,-236.1828793,NULL,sharpschoollow_1981
233,-253.5211064,-219.7726211,-247.1999612,sharpschoollow_1981
234,NULL,-227.1982309,NULL,sharpschoollow_1981
237,-940.4674217,-938.3376574,-936.4674217,sharpschoolfull_1981
238,-364.0220782,-348.3357748,-364.9810673,sharpschoollow_1981
239,-757.2612223,-724.2698169,-758.655603,sharpschoollow_1981
240,NULL,-175.2583457,NULL,sharpschoollow_1981
241,NULL,-141.7402586,NULL,sharpschoollow_1981
242,NULL,-125.9717859,NULL,sharpschoollow_1981
243,-159.6653987,-134.1050632,-166.6240324,sharpschoollow_1981
244,NULL,-132.0702019,NULL,sharpschoollow_1981
245,-116.1100763,-86.89994824,-95.41037196,sharpschoolhigh_1981
246,NULL,-134.2836429,NULL,sharpschoollow_1981
247,-169.261466,-129.7458946,-132.0625658,sharpschoollow_1981
248,NULL,-165.5491671,NULL,sharpschoollow_1981
249,-138.4618263,-102.9479622,-102.9765106,sharpschoollow_1981
250,NULL,-162.8337378,NULL,sharpschoollow_1981
251,NULL,-154.4483807,NULL,sharpschoollow_1981
252,NULL,-173.6834732,NULL,sharpschoollow_1981
253,NULL,-156.383121,NULL,sharpschoollow_1981
254,-381.3310302,-354.3493103,-359.7317917,sharpschoollow_1981
255,-224.1265657,-192.0969236,-200.8240605,sharpschoollow_1981
256,-225.2445713,-195.7733281,-221.2445713,sharpschoollow_1981
257,-228.9482378,-199.6632651,-224.5044287,sharpschoollow_1981
258,-204.7169382,-178.8807551,-200.7845346,sharpschoollow_1981
259,-211.8892912,-184.1206053,-209.2712087,sharpschoollow_1981
260,-200.4550302,-179.1214093,-196.455047,sharpschoollow_1981
261,-224.1017935,-196.2859627,-222.6007489,sharpschoollow_1981
262,-222.0176683,-215.4315307,-218.0176683,sharpschoollow_1981
263,-199.4589179,-198.508799,-204.845741,sharpschoollow_1981
264,-190.9692326,-167.7423419,-186.9692325,sharpschoollow_1981
265,-217.1362227,-199.4631906,-213.1273937,sharpschoollow_1981
266,-50.34281756,-26.18865308,-26.70117849,sharpschoollow_1981
267,-84.32897035,-52.67641257,-78.76941547,sharpschoollow_1981
268,-79.00377911,-57.01919986,-59.68872948,sharpschoollow_1981
269,-83.11538836,-50.82714633,-63.03514541,sharpschoollow_1981
270,NULL,NULL,NULL,NULL
271,-100.0763468,-52.38018782,-61.62245503,sharpschoolhigh_1981
272,NULL,NULL,NULL,NULL
273,NULL,NULL,NULL,NULL
274,NULL,-37.31435547,NULL,sharpschoollow_1981
275,NULL,-54.70374295,NULL,sharpschoollow_1981
276,NULL,-45.51291472,NULL,sharpschoollow_1981
277,NULL,-47.22642407,NULL,sharpschoollow_1981
278,-994.2292505,-952.7868204,-1005.8764,sharpschoolfull_1981
279,-81.42989385,-65.73285031,-77.42959223,sharpschoollow_1981
280,-75.79122656,-67.71789065,-72.91998302,sharpschoollow_1981
281,-1445.553051,-1465.648805,-1462.936313,sharpschoolhigh_1981
282,-528.3029575,-522.157781,-544.0450887,sharpschoollow_1981
283,-584.0632804,-564.0479073,-583.8366919,sharpschoollow_1981
284,-549.8298522,-527.0833489,-545.9151679,sharpschoollow_1981
285,-601.5778155,-576.0849992,-605.1532514,sharpschoollow_1981
286,-495.8544145,-483.2507451,-510.5820329,sharpschoollow_1981
287,-637.54209,-613.159698,-636.489647,sharpschoollow_1981
288,-497.6054479,-484.8724054,-495.7885672,sharpschoollow_1981
289,-587.4766967,-573.664624,-594.4893195,sharpschoollow_1981
290,-63.32608356,-50.74322237,-69.38872265,sharpschoollow_1981
291,-55.49309466,-39.87609716,-26.58155573,sharpschoolfull_1981
292,-45.55085314,-32.31998418,-25.95557334,sharpschoolfull_1981
293,-73.20660672,-68.97343871,-69.20660579,sharpschoollow_1981
294,-69.57408285,-62.50351363,-47.43642789,sharpschoolfull_1981
295,-98.72687823,-50.99586519,-46.54434385,sharpschoolfull_1981
296,59.86478626,96.97684399,60.12319761,sharpschoolhigh_1981
297,NULL,NULL,NULL,NULL
298,36.44641587,48.66377571,37.84239927,sharpschoolhigh_1981
299,NULL,NULL,NULL,NULL
300,54.44832755,75.41146704,58.28120441,sharpschoolhigh_1981
301,19.12859878,30.08696195,-6.362357097,sharpschoolfull_1981
302,-431.6462805,-454.4771334,-438.5996876,sharpschoolhigh_1981
303,-576.3557295,-613.4056713,-587.7813812,sharpschoolhigh_1981
304,NULL,-151.4467944,NULL,sharpschoollow_1981
305,NULL,-179.2435246,NULL,sharpschoollow_1981
306,-179.2718408,-177.3538265,-175.5178767,sharpschoolfull_1981
307,NULL,-190.1568904,NULL,sharpschoollow_1981
308,-630.2622332,-630.2622332,-625.1270723,sharpschoolfull_1981
309,-674.1638326,-618.1553229,-673.2619273,sharpschoollow_1981
310,-653.8280479,-623.2982465,-657.0510895,sharpschoollow_1981
311,-628.2064923,-609.0026501,-636.8871348,sharpschoollow_1981
312,-728.4248,-736.2881001,-731.1113628,sharpschoolhigh_1981
313,-751.7907147,-752.9996964,-749.3207512,sharpschoolfull_1981
314,-117.0198654,-97.56277989,-87.95238963,sharpschoolhigh_1981
315,-110.9520957,-96.6773084,-88.85787255,sharpschoolhigh_1981
316,-133.2595288,-129.3483695,-104.6516726,sharpschoolfull_1981
317,-132.9913058,-125.7997422,-106.2340731,sharpschoolfull_1981
318,-8647.984362,-8455.801492,-8643.984361,sharpschoollow_1981
319,-89.45167955,-76.32870256,-69.99625932,sharpschoolfull_1981
320,NULL,-334.9076255,NULL,sharpschoollow_1981
321,-478.9623393,-478.9623393,-469.869905,sharpschoolfull_1981
322,-603.0274203,-580.3225492,-590.5674339,sharpschoollow_1981
323,-780.3423599,-777.0072461,-776.3433125,sharpschoolfull_1981
324,-300.610311,-272.8915817,-309.5256881,sharpschoollow_1981
325,-163.8414611,-136.6823454,-148.1874058,sharpschoollow_1981
326,-208.4578738,-189.1423972,-204.4578737,sharpschoollow_1981
327,-237.0228736,-210.749794,-233.6166384,sharpschoollow_1981
328,NULL,-201.2363932,NULL,sharpschoollow_1981
329,NULL,-204.7895227,NULL,sharpschoollow_1981
330,NULL,-151.4064312,NULL,sharpschoollow_1981
331,-181.2716313,-174.0555428,-186.4000803,sharpschoollow_1981
332,-188.4927213,-175.6986251,-184.492721,sharpschoollow_1981
333,-207.5744956,-176.3064048,-203.6000191,sharpschoollow_1981
334,-184.0504131,-173.3225096,-180.0504121,sharpschoollow_1981
335,-189.9632881,-175.668682,-185.8533699,sharpschoollow_1981
336,NULL,-173.7459358,NULL,sharpschoollow_1981
337,-228.1735498,-211.4088527,-224.1735496,sharpschoollow_1981
338,-208.9196245,-194.6038499,-217.2715812,sharpschoollow_1981
339,-202.7585535,-193.4641045,-202.5338531,sharpschoollow_1981
340,-20.31103873,-5.465570425,-16.31103873,sharpschoolfull_1981
341,-37.24752114,-17.94268615,-33.24752113,sharpschoollow_1981
342,-74.43741198,-73.84874712,NULL,sharpschoollow_1981
343,NULL,-206.85534,NULL,sharpschoollow_1981
344,-62.06251444,-60.19778828,NULL,sharpschoollow_1981
345,NULL,36.5944368,NULL,sharpschoollow_1981
346,NULL,-125.0933785,NULL,sharpschoollow_1981
347,68.00649587,89.54218727,67.09991777,sharpschoolfull_1981
348,52.76001341,77.81098407,42.72269547,sharpschoolfull_1981
349,43.62853042,68.42980441,42.33328041,sharpschoolfull_1981
350,NULL,43.91646842,NULL,sharpschoollow_1981
351,-113.4685339,-104.7887612,-86.32675714,sharpschoollow_1981
352,-122.9012971,-98.29572694,-87.62851051,sharpschoolhigh_1981
353,-116.2834759,-96.12188644,-84.53003683,sharpschoolhigh_1981
354,-128.4899485,-103.1438643,-83.114911,sharpschoollow_1981
355,-126.3676124,-99.37459342,-96.05449089,sharpschoolhigh_1981
356,-132.752788,-107.1814018,-91.25668546,sharpschoollow_1981
357,-120.2102758,-102.0943073,-85.78808242,sharpschoollow_1981
358,-125.7679454,-99.37897252,-94.76471454,sharpschoolhigh_1981
359,-123.0885618,-98.56576275,-83.27384001,sharpschoolhigh_1981
360,-128.5537048,-99.18065059,-86.83517419,sharpschoolhigh_1981
361,-129.8994937,-95.29782548,-77.36837259,sharpschoolhigh_1981
362,-121.0874777,-96.38010985,-88.39647269,sharpschoolhigh_1981
363,-13.28588489,-5.19375439,-17.15068719,sharpschoolhigh_1981
364,-31.09615848,-5.375169834,-27.09607393,sharpschoolfull_1981
365,-212.5911081,-189.6519925,-207.001714,sharpschoollow_1981
366,-209.8206674,-189.8760778,-196.2046139,sharpschoollow_1981
367,-111.9615738,-104.8506813,-100.7440319,sharpschoolfull_1981
368,-117.5822698,-111.6513978,-108.7178545,sharpschoolfull_1981
369,-131.1921495,-117.634526,-109.7853395,sharpschoolfull_1981
370,-117.9499331,-115.3035329,-104.3750264,sharpschoolfull_1981
371,-126.863574,-122.306197,-102.6554405,sharpschoolfull_1981
372,NULL,-130.1171959,NULL,sharpschoollow_1981
373,-88.2809176,-55.61934163,-85.80964066,sharpschoollow_1981
374,-60.81166372,-31.21013334,-56.99898043,sharpschoollow_1981
375,-83.88382543,-34.93468675,-85.24937497,sharpschoollow_1981
376,-53.68670113,-25.91462836,-86.77177573,sharpschoollow_1981
377,-149.8069743,-144.3196575,-146.193269,sharpschoollow_1981
378,NULL,-179.6645394,NULL,sharpschoollow_1981
379,-168.034656,-143.5393238,-160.6374703,sharpschoollow_1981
380,-190.7115387,-189.5244963,-189.8503903,sharpschoollow_1981
381,-147.7927867,-143.9360014,-143.9232983,sharpschoolfull_1981
382,NULL,-169.2644743,NULL,sharpschoollow_1981
383,NULL,NULL,NULL,NULL
384,NULL,-139.0021263,NULL,sharpschoollow_1981
385,-138.3751626,-125.3545346,-134.8156128,sharpschoollow_1981
386,-149.9925988,-116.4311853,-118.5812105,sharpschoollow_1981
387,NULL,-131.9993555,NULL,sharpschoollow_1981
388,-133.5774967,-127.3101552,-136.3766582,sharpschoollow_1981
389,-142.9858313,-116.5638397,-118.9713954,sharpschoollow_1981
390,NULL,-146.1091014,NULL,sharpschoollow_1981
391,-136.3625407,-126.748187,-143.3367834,sharpschoollow_1981
392,-153.8297345,-120.6666504,-125.189353,sharpschoollow_1981
393,NULL,-158.8734576,NULL,sharpschoollow_1981
394,-150.7092299,-134.2573713,-147.2283943,sharpschoollow_1981
395,-171.4175846,-123.1510597,-127.2283911,sharpschoollow_1981
396,NULL,-147.5844987,NULL,sharpschoollow_1981
397,-158.8220021,-131.2571847,-167.0153896,sharpschoollow_1981
398,NULL,NULL,NULL,NULL
399,NULL,-157.1025727,NULL,sharpschoollow_1981
400,-154.8019477,-130.5083264,-156.2544715,sharpschoollow_1981
401,-128.2206488,-121.9642916,-123.3718793,sharpschoollow_1981
402,NULL,-159.2630359,NULL,sharpschoollow_1981
403,-154.041293,-135.0181039,-161.0046177,sharpschoollow_1981
404,-135.6321768,-128.4259448,-130.9476368,sharpschoollow_1981
405,NULL,-156.4407081,NULL,sharpschoollow_1981
406,-146.3647709,-135.0758133,-146.4324972,sharpschoollow_1981
407,-145.9594019,-131.3808829,-142.4713587,sharpschoollow_1981
408,NULL,-169.6383473,NULL,sharpschoollow_1981
409,-164.4773393,-109.4575683,-127.4351713,sharpschoollow_1981
410,-126.469906,-108.9880953,-117.6133185,sharpschoollow_1981
411,-144.3221605,-142.3889142,-153.0768663,sharpschoollow_1981
412,-135.5969921,-104.8121067,-127.4926445,sharpschoollow_1981
413,-143.0334281,-104.6828541,-111.3587459,sharpschoollow_1981
414,-132.5378506,-125.6558236,-140.6264722,sharpschoollow_1981
415,-132.7236363,-114.4815904,-130.0564769,sharpschoollow_1981
416,-132.0252777,-114.3439018,-118.9229716,sharpschoollow_1981
417,-141.2570264,-133.9450726,-172.5442159,sharpschoollow_1981
418,-130.6515025,-115.7563782,-129.5043134,sharpschoollow_1981
419,-147.7775634,-115.4261948,-120.0723524,sharpschoollow_1981
420,-132.727776,-132.6608613,-158.3817166,sharpschoollow_1981
421,-122.9500648,-113.8858314,-119.5385519,sharpschoollow_1981
422,-130.0205352,-107.8981628,-110.3767893,sharpschoollow_1981
423,NULL,-146.0494198,NULL,sharpschoollow_1981
424,-192.9288971,-192.4223042,-190.4214326,sharpschoolfull_1981
425,-175.7405816,-164.2666517,-174.8562204,sharpschoollow_1981
426,-202.7969382,-182.8880264,-198.796938,sharpschoollow_1981
427,-203.9250869,-188.9840389,-201.9478813,sharpschoollow_1981
428,-199.8877627,-191.6602269,-196.2304232,sharpschoollow_1981
429,-203.6814149,-180.3394875,-212.9590444,sharpschoollow_1981
430,-238.5752058,-212.5980637,-238.2819271,sharpschoollow_1981
431,-232.7514982,-205.2011726,-232.5339203,sharpschoollow_1981
432,-206.9640327,-193.0106645,-209.7825904,sharpschoollow_1981
433,-251.9263202,-226.7850332,-250.3354248,sharpschoollow_1981
434,-245.2049044,-207.9045914,-241.2049044,sharpschoollow_1981
435,-242.676341,-239.5819988,-238.6763402,sharpschoolfull_1981
436,-179.2190245,-162.6726456,-175.2190244,sharpschoollow_1981
437,-174.8878018,-165.73912,-170.8878016,sharpschoollow_1981
438,-191.901574,-164.2662805,-187.9015737,sharpschoollow_1981
439,-186.9311976,-170.3605557,-182.9311976,sharpschoollow_1981
440,-191.1611864,-161.4124752,-187.1611863,sharpschoollow_1981
443,-0.807206851,24.35598497,-359.9950456,sharpschoolhigh_1981
444,0.28811714,19.06510457,-369.8134784,sharpschoolfull_1981
445,-14.71146779,12.86198338,-34.81049083,sharpschoolhigh_1981
446,-29.57546348,-4.582939652,-28.09470833,sharpschoolfull_1981
447,NULL,-86.56541489,NULL,sharpschoollow_1981
448,-104.1834442,-100.1879207,-100.1834441,sharpschoolfull_1981
449,NULL,-113.682979,NULL,sharpschoollow_1981
450,NULL,-105.2205724,NULL,sharpschoollow_1981
451,-12.06261792,5.178219498,-389.524393,sharpschoolhigh_1981
452,NULL,4.070943819,NULL,sharpschoollow_1981
453,-12.13518908,3.812429306,-10.13323133,sharpschoolfull_1981
454,-27.15904842,-0.808803377,-33.34580381,sharpschoollow_1981
455,NULL,-101.9860924,NULL,sharpschoollow_1981
456,NULL,-99.84946259,NULL,sharpschoollow_1981
457,-102.1996721,-102.2041932,-98.23296993,sharpschoolhigh_1981
458,-110.0511155,-104.2186099,-106.1417407,sharpschoollow_1981
459,NULL,42.09446137,NULL,sharpschoollow_1981
460,NULL,11.20704758,NULL,sharpschoollow_1981
461,NULL,2.632757889,NULL,sharpschoollow_1981
462,-320.2174617,-287.2422546,-316.2174617,sharpschoollow_1981
463,-323.8896579,-280.189848,-320.2509933,sharpschoollow_1981
464,-324.1636674,-292.6123669,-335.9936655,sharpschoollow_1981
465,-271.2470466,-239.4320406,-282.6317551,sharpschoollow_1981
466,-329.7850873,-305.1370713,-335.0210427,sharpschoollow_1981
467,-295.3334534,-256.3358955,-294.5895278,sharpschoollow_1981
468,-310.481277,-289.231189,-337.7081157,sharpschoollow_1981
