ID,OriginalID,topt,e,q10,coef_e,ConCommon,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,StandardisedTraitName,StandardisedTraitUnit,Habitat,Citation,Metabolic_rate,PT
283,311,30.836882,0.404281813,NA,NA,leaf,Viridiplantae,Streptophyta,NA,Solanales,Convolvulaceae,Ipomoea,Ipomoea batatas,net photosynthesis,mol m^-2 s^-1,terrestrial,"Cen, Y. & Sage, R. (2005) The regulation of Rubisco activity in response to variation in temperature and atmospheric CO2 partial pressure in sweet potato. Plant physiology. [Online] 139 (October), 979_990.",NP,C3
286,314,32.430937,0.083202823,NA,NA,leaf,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Zea,Zea mays,net photosynthesis,mol m^-2 s^-1,terrestrial,"Kim, S., Gitz, D., Sicher, R., Baker, J., Timlin, D., & Reddy, V. (2007). Temperature dependence of growth, development, and photosynthesis in maize under elevated CO2. Environmental and Experimental Botany, 61(3), 224_236.",NP,C4
288,316,37.336551,0.516958992,1.930584528,0.745281279,leaf,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Zea,Zea mays,respiration rate,mol m^-2 s^-1,terrestrial,"Kim, S., Gitz, D., Sicher, R., Baker, J., Timlin, D., & Reddy, V. (2007). Temperature dependence of growth, development, and photosynthesis in maize under elevated CO2. Environmental and Experimental Botany, 61(3), 224_236.",R,C4
289,317,35.704993,0.552405862,2.021032849,0.759056591,leaf,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Zea,Zea mays,respiration rate,mol m^-2 s^-1,terrestrial,"Kim, S., Gitz, D., Sicher, R., Baker, J., Timlin, D., & Reddy, V. (2007). Temperature dependence of growth, development, and photosynthesis in maize under elevated CO2. Environmental and Experimental Botany, 61(3), 224_236.",R,C4
290,318,20.8632948,0.363766088,1.670790236,0.676307252,leaf,Viridiplantae,Streptophyta,NA,Fagales,Fagaceae,Quercus,Quercus ilex,net photosynthesis,mol m^-2 s^-1,terrestrial,"Gratani, L., Pesoli, P., Crescente, M. F., Aichner, K., & Larcher, W. (2000). Photosynthesis as a temperature indicator in Quercus ilex L. Global and Planetary Change, 24(2), 153_163.",NP,C3
291,319,23.034556,0.472030838,1.896683803,1.120897045,leaves of seedlings,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Dactylis,Dactylis glomerata,net photosynthesis,mol co2 m^-2 s^-1,terrestrial,"Cooper, P., Charles-Edwards, D. A., & Charles-Edwards, J. (1971). The influence of temperature on photosynthesis and transpiration in ten temperate grass varieties grown in four different environments. Journal of Ä, 22(72). Retrieved from http://jxb.oxfordjournals.org/content/22/3/650.short",NP,C3
293,321,31.747094,0.541364143,2.033041539,0.532345365,leaf,Viridiplantae,Streptophyta,NA,Fagales,Fagaceae,Quercus,Quercus myrsinaefolia,respiration rate,mol m^-2 s^-1,terrestrial,"Hikosaka, K., Murakami, a., & Hirose, T. (1999). Balancing carboxylation and regeneration of ribulose-1,5- bisphosphate in leaf photosynthesis: temperature acclimation of an evergreen tree, Quercus myrsinaefolia. Plant, Cell and Environment, 22(7), 841_849.",R,C3
296,324,44.464217,0.343846464,NA,NA,NA,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Tidestromia,Tidestromia oblongifolia,net photosynthesis,mol co2 m^-2 s^-1,terrestrial,"Bjorkman, O., Mooney, H., & Ehleringer, J. (1975). Photosynthetic responses of plants from habitats with contrasting thermal environments. Carnegie Inst Wash Ä. Retrieved from http://carnegiescience.edu/files/YB74.pdf#page=7",NP,C3
297,325,34.319542,0.056678168,1.077519774,0.024887905,NA,Viridiplantae,Streptophyta,NA,Caryophyllales,Amaranthaceae,Atriplex,Atriplex glabriuscula,net photosynthesis,mol co2 m^-2 s^-1,terrestrial,"Bjorkman, O., Mooney, H., & Ehleringer, J. (1975). Photosynthetic responses of plants from habitats with contrasting thermal environments. Carnegie Inst Wash Ä. Retrieved from http://carnegiescience.edu/files/YB74.pdf#page=7",NP,C3
298,326,22.9303613,0.248384501,NA,NA,NA,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,Phaseolus vulgaris,net photosynthesis,mol m^-2 s^-1,terrestrial,"Sage, R. F., & Sharkey, T. D. (1987). The Effect of Temperature on the Occurrence of O(2) and CO(2) Insensitive Photosynthesis in Field Grown Plants. Plant Physiology, 84(3), 658_64. Retrieved from http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1056646&tool=pmcentrez&rendertype=abstract",NP,C3
299,327,20.050876,0.328323439,1.599314039,0.793759649,NA,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,Phaseolus vulgaris,net photosynthesis,mol m^-2 s^-1,terrestrial,"Sage, R. F., & Sharkey, T. D. (1987). The Effect of Temperature on the Occurrence of O(2) and CO(2) Insensitive Photosynthesis in Field Grown Plants. Plant Physiology, 84(3), 658_64. Retrieved from http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1056646&tool=pmcentrez&rendertype=abstract",NP,C3
303,331,27.528501,0.273601772,NA,NA,NA,Viridiplantae,Streptophyta,NA,Solanales,Solanaceae,Lycopersicon,Lycopersicum esculentum,net photosynthesis,mol m^-2 s^-1,terrestrial,"Sage, R. F., & Sharkey, T. D. (1987). The Effect of Temperature on the Occurrence of O(2) and CO(2) Insensitive Photosynthesis in Field Grown Plants. Plant Physiology, 84(3), 658_64. Retrieved from http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1056646&tool=pmcentrez&rendertype=abstract",NP,C3
304,332,24.6780724,0.28591139,NA,NA,NA,Viridiplantae,Streptophyta,NA,Lamiales,Scrophulariaceae,Scrophularia,Scrophularia desertorum,net photosynthesis,mol m^-2 s^-1,terrestrial,"Sage, R. F., & Sharkey, T. D. (1987). The Effect of Temperature on the Occurrence of O(2) and CO(2) Insensitive Photosynthesis in Field Grown Plants. Plant Physiology, 84(3), 658_64. Retrieved from http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1056646&tool=pmcentrez&rendertype=abstract",NP,C3
305,333,21.989279,0.137182626,NA,NA,NA,Viridiplantae,Streptophyta,NA,Lamiales,Scrophulariaceae,Scrophularia,Scrophularia desertorum,net photosynthesis,mol m^-2 s^-1,terrestrial,"Sage, R. F., & Sharkey, T. D. (1987). The Effect of Temperature on the Occurrence of O(2) and CO(2) Insensitive Photosynthesis in Field Grown Plants. Plant Physiology, 84(3), 658_64. Retrieved from http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1056646&tool=pmcentrez&rendertype=abstract",NP,C4
306,334,24.01307,0.268763158,NA,NA,NA,Viridiplantae,Streptophyta,NA,Brassicales,Brassicaceae,Cardaria,Cardaria draba,net photosynthesis,mol m^-2 s^-1,terrestrial,"Sage, R. F., & Sharkey, T. D. (1987). The Effect of Temperature on the Occurrence of O(2) and CO(2) Insensitive Photosynthesis in Field Grown Plants. Plant Physiology, 84(3), 658_64. Retrieved from http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1056646&tool=pmcentrez&rendertype=abstract",NP,C3
307,335,21.4115893,0.126765649,NA,NA,NA,Viridiplantae,Streptophyta,NA,Brassicales,Brassicaceae,Cardaria,Cardaria draba,net photosynthesis,mol m^-2 s^-1,terrestrial,"Sage, R. F., & Sharkey, T. D. (1987). The Effect of Temperature on the Occurrence of O(2) and CO(2) Insensitive Photosynthesis in Field Grown Plants. Plant Physiology, 84(3), 658_64. Retrieved from http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1056646&tool=pmcentrez&rendertype=abstract",NP,C3
309,337,28.12974,0.248419498,NA,NA,NA,Plantae,Spermatophyta,Magnoliopsida,Violales,Salicaceae,Populus,Populus fremontii,net photosynthesis,mol m^-2 s^-1,terrestrial,"Sage, R. F., & Sharkey, T. D. (1987). The Effect of Temperature on the Occurrence of O(2) and CO(2) Insensitive Photosynthesis in Field Grown Plants. Plant Physiology, 84(3), 658_64. Retrieved from http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1056646&tool=pmcentrez&rendertype=abstract",NP,C3
310,338,25.580098,0.843376517,3.115548369,0.125751901,fronds,Viridiplantae,Streptophyta,Liliopsida,Alismatales,Araceae,Lemna,Lemna minor,net photosynthesis,mol co2 Kg(FW)^-1 s^-1,freshwater,"Wedge, R., & Burris, J. (1982). Effects of light and temperature on duckweed photosynthesis. Aquatic Botany, 12(199), 133_140. Retrieved from http://www.sciencedirect.com/science/article/pii/030437708290047X",NP,
311,339,30.89415,0.721462763,2.601567245,0.743165099,fronds,Viridiplantae,Streptophyta,Liliopsida,Alismatales,Araceae,Spirodela,Spirodela punctata,net photosynthesis,mol co2 Kg(FW)^-1 s^-1,freshwater,"Wedge, R., & Burris, J. (1982). Effects of light and temperature on duckweed photosynthesis. Aquatic Botany, 12(199), 133_140. Retrieved from http://www.sciencedirect.com/science/article/pii/030437708290047X",NP,
312,340,32.730827,0.480573096,1.908680231,0.621037881,tips,Viridiplantae,Streptophyta,NA,Saxifragales,Haloragaceae,Myriophyllum,Myriophyllum spicatum,net photosynthesis,?,freshwater,"Titus, J., & Adams, M. (1979). Coexistence and the comparative light relations of the submersed macrophytes Myriophyllum spicatum L. and Vallisneria americana Michx. Oecologia, 286, 273_286. Retrieved from http://link.springer.com/article/10.1007/BF00345324",NP,
313,341,32.06349,0.618437092,2.25076507,0.818705849,shoot,Viridiplantae,Streptophyta,Liliopsida,Alismatales,Hydrocharitaceae,Vallisneria,Vallisneria americana,net photosynthesis,?,freshwater,"Titus, J., & Adams, M. (1979). Coexistence and the comparative light relations of the submersed macrophytes Myriophyllum spicatum L. and Vallisneria americana Michx. Oecologia, 286, 273_286. Retrieved from http://link.springer.com/article/10.1007/BF00345324",NP,
317,345,39.7965651,0.46181827,NA,0,leaf blades,Viridiplantae,Streptophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera muelleri,net photosynthesis,mol o2 m^-2 s^-1,marine,"Kerr, E., & Strother, S. (1985). Effects of irradiance, temperature and salinity on photosynthesis of Zostera muelleri. Aquatic Botany, 23, 177_183. Retrieved from http://www.sciencedirect.com/science/article/pii/0304377085900634",NP,
319,347,23.876694,0.588352931,NA,0.025367647,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Chromatium,Chromatium sp.,net photosynthesis,%,freshwater,"Takahashi, M., & Ichimura, S. (1970). Photosynthetic properties and growth of photosynthetic sulfur bacteria in lakes. Limnol. Oceanogr. Retrieved from http://www.aslo.org/lo/pdf/vol_15/issue_6/0929.pdf",NP,
320,348,33.9289,0.524711722,NA,0.035172652,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Chromatium,Chromatium sp.,net photosynthesis,%,freshwater,"Takahashi, M., & Ichimura, S. (1970). Photosynthetic properties and growth of photosynthetic sulfur bacteria in lakes. Limnol. Oceanogr. Retrieved from http://www.aslo.org/lo/pdf/vol_15/issue_6/0929.pdf",NP,
321,349,33.465389,0.609794556,NA,0.065268232,NA,Bacteria,NA,NA,Chlorobiales,Chlorobiaceae,Chrorobium,Chrorobium sp.,net photosynthesis,%,freshwater,"Takahashi, M., & Ichimura, S. (1970). Photosynthetic properties and growth of photosynthetic sulfur bacteria in lakes. Limnol. Oceanogr. Retrieved from http://www.aslo.org/lo/pdf/vol_15/issue_6/0929.pdf",NP,
322,350,39.779646,0.749506971,NA,0.043019149,NA,Bacteria,NA,NA,NA,NA,Chromatium,NA,net photosynthesis,%,freshwater,"Takahashi, M., & Ichimura, S. (1970). Photosynthetic properties and growth of photosynthetic sulfur bacteria in lakes. Limnol. Oceanogr. Retrieved from http://www.aslo.org/lo/pdf/vol_15/issue_6/0929.pdf",NP,
323,351,26.06,0.309431418,NA,NA,shoot,Viridiplantae,Streptophyta,NA,Asterales,Asteraceae,Artemisia,Artemisia tridentata,net photosynthesis,mol co2 Kg(DW)^-1 s^-1,terrestrial,"Mooney, H., & West, M. (1964). Photosynthetic acclimation of plants of diverse origin. American Journal of Botany, 51(8), 825_827. Retrieved from http://www.jstor.org/stable/2439887",NP,C3
324,352,21.06,0.244356493,1.404673737,0.761988265,shoot,Viridiplantae,Streptophyta,NA,Asterales,Asteraceae,Artemisia,Artemisia tridentata,net photosynthesis,mol co2 Kg(DW)^-1 s^-1,terrestrial,"Mooney, H., & West, M. (1964). Photosynthetic acclimation of plants of diverse origin. American Journal of Botany, 51(8), 825_827. Retrieved from http://www.jstor.org/stable/2439887",NP,C3
326,354,25.633,0.224468911,1.357951663,0.600788262,shoot,Viridiplantae,Streptophyta,NA,Rosales,Rosaceae,Chamaebatiaria,Chamaebatiaria millefolium,net photosynthesis,mol co2 Kg(DW)^-1 s^-1,terrestrial,"Mooney, H., & West, M. (1964). Photosynthetic acclimation of plants of diverse origin. American Journal of Botany, 51(8), 825_827. Retrieved from http://www.jstor.org/stable/2439887",NP,C3
331,359,22.612,0.200608245,1.322934128,0.347665853,shoot,Viridiplantae,Streptophyta,NA,Asterales,Asteraceae,Artemisia,Artemisia arbuscula,net photosynthesis,mol co2 Kg(DW)^-1 s^-1,terrestrial,"Mooney, H., & West, M. (1964). Photosynthetic acclimation of plants of diverse origin. American Journal of Botany, 51(8), 825_827. Retrieved from http://www.jstor.org/stable/2439887",NP,C3
333,361,25.197,0.353902796,1.618704378,0.60139002,shoot,Viridiplantae,Streptophyta,NA,Asterales,Asteraceae,Encelia,Encelia virginensis,net photosynthesis,mol co2 Kg(DW)^-1 s^-1,terrestrial,"Mooney, H., & West, M. (1964). Photosynthetic acclimation of plants of diverse origin. American Journal of Botany, 51(8), 825_827. Retrieved from http://www.jstor.org/stable/2439887",NP,C3
334,362,23.277,0.078392747,NA,NA,shoot,Viridiplantae,Streptophyta,NA,Asterales,Asteraceae,Encelia,Encelia virginensis,net photosynthesis,mol co2 Kg(DW)^-1 s^-1,terrestrial,"Mooney, H., & West, M. (1964). Photosynthetic acclimation of plants of diverse origin. American Journal of Botany, 51(8), 825_827. Retrieved from http://www.jstor.org/stable/2439887",NP,C3
335,363,24.9652205,0.661543281,2.462568089,0,NA,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,net photosynthesis,mol o2 Kg(Chl)^-1 s^-1,marine,"Morris, E. P., & Kromkamp, J. C. (2003). Influence of temperature on the relationship between oxygen- and fluorescence-based estimates of photosynthetic parameters in a marine benthic diatom (Cylindrotheca closterium). European Journal of Phycology, 38(2), 133_142.",NP,
336,364,33.0641673,0.447697689,1.83288706,0.447700655,NA,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,net photosynthesis,mol o2 Kg(Chl)^-1 s^-1,marine,"Morris, E. P., & Kromkamp, J. C. (2003). Influence of temperature on the relationship between oxygen- and fluorescence-based estimates of photosynthetic parameters in a marine benthic diatom (Cylindrotheca closterium). European Journal of Phycology, 38(2), 133_142.",NP,
339,367,33.324,0.519176521,1.982293631,0.519179997,thallus,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,Mastocarpus papillatus,net photosynthesis,mol co2 Kg^-1 s^-1,marine,"Bell, E. (1993). Photosynthetic response to temperature and desiccation of the intertidal alga Mastocarpus papillatus. Marine Biology, 346, 337_346. Retrieved from http://link.springer.com/article/10.1007/BF00345679",NP,
341,369,25.54,0.164183672,1.249565834,0.207578007,thallus,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,Mastocarpus papillatus,net photosynthesis,mol co2 Kg^-1 s^-1,marine,"Bell, E. (1993). Photosynthetic response to temperature and desiccation of the intertidal alga Mastocarpus papillatus. Marine Biology, 346, 337_346. Retrieved from http://link.springer.com/article/10.1007/BF00345679",NP,
342,370,33.837664,1.014570644,3.770474139,1.091576056,thallus,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,Mastocarpus papillatus,respiration rate,mol co2 Kg^-1 s^-1,marine,"Bell, E. (1993). Photosynthetic response to temperature and desiccation of the intertidal alga Mastocarpus papillatus. Marine Biology, 346, 337_346. Retrieved from http://link.springer.com/article/10.1007/BF00345679",R,
343,371,32.475664,0.79754331,2.84411813,0.884534155,thallus,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,Mastocarpus,Mastocarpus papillatus,respiration rate,mol co2 Kg^-1 s^-1,marine,"Bell, E. (1993). Photosynthetic response to temperature and desiccation of the intertidal alga Mastocarpus papillatus. Marine Biology, 346, 337_346. Retrieved from http://link.springer.com/article/10.1007/BF00345679",R,
345,373,49.884813,0.432662533,1.673452367,0.465317032,NA,Plantae,Rhodophyta,Bangiophyceae,Cyanidiales,Cyanidiaceae,Cyanidium,Cyanidium caldarium,net photosynthesis,cpm Kg^-1 (protein),freshwater,"Doemel, W. N., & Brock, T. D. (1970). The upper temperature limit of Cyanidium caldarium. Archiv Fôr Mikrobiologie, 72(4), 326_32. Retrieved from http://www.ncbi.nlm.nih.gov/pubmed/5474131",NP,
346,374,47.887272,0.380404271,1.593519972,0.381443847,NA,Plantae,Rhodophyta,Bangiophyceae,Cyanidiales,Cyanidiaceae,Cyanidium,Cyanidium caldarium,net photosynthesis,cpm Kg^-1 (protein),freshwater,"Doemel, W. N., & Brock, T. D. (1970). The upper temperature limit of Cyanidium caldarium. Archiv Fôr Mikrobiologie, 72(4), 326_32. Retrieved from http://www.ncbi.nlm.nih.gov/pubmed/5474131",NP,
348,376,47.747351,0.456625172,1.730818823,0.317593755,NA,Plantae,Rhodophyta,Bangiophyceae,Cyanidiales,Cyanidiaceae,Cyanidium,Cyanidium caldarium,net photosynthesis,cpm Kg^-1 (protein),terrestrial,"Doemel, W. N., & Brock, T. D. (1970). The upper temperature limit of Cyanidium caldarium. Archiv Fôr Mikrobiologie, 72(4), 326_32. Retrieved from http://www.ncbi.nlm.nih.gov/pubmed/5474131",NP,C3
